time,temperature_2m_max (°F),temperature_2m_min (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),daylight_duration (s),sunshine_duration (s),uv_index_max (),uv_index_clear_sky_max (),precipitation_sum (mm),rain_sum (mm),showers_sum (mm),snowfall_sum (cm),precipitation_hours (h),precipitation_probability_max (%),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
11/30/24,76.7,63.8,78.5,64.3,38342.57,28648,5.15,5.3,0,0,0,0,0,6,10,22.1,337,11.49,2.32
12/1/24,74.7,61.2,75.7,58.5,38302.1,31239.45,5.1,5.2,0,0,0,0,0,3,10.9,22.6,331,11.59,2.43
12/2/24,74.2,54.9,71.5,49.1,38263.21,35015.39,5.2,5.2,0,0,0,0,0,0,12.7,30.6,335,15.36,3.74
12/3/24,70.7,53.8,64.3,48.9,38225.95,35005.02,5.2,5.2,0,0,0,0,0,0,11.6,26.2,339,17.18,4
12/4/24,71.3,51.3,69.4,46.9,38190.38,34925.61,5.15,5.15,0,0,0,0,0,2,10.3,25.7,1,12.91,2.72
12/5/24,76.4,60.1,78.7,59,38156.55,34881.07,4.8,5.2,0,0,0,0,0,1,6,13.9,313,14.05,2.71
12/6/24,80.2,60.4,81,61.3,38124.52,34847.68,5.15,5.15,0,0,0,0,0,0,5.2,14.3,308,15.39,3.04
12/7/24,76.7,59.3,77.8,58.7,38094.34,34829.31,5.1,5.15,0,0,0,0,0,6,12.4,21.9,3,13.68,2.81
12/8/24,76,59.9,77.1,59.8,38066.04,34769.05,5.15,5.15,0,0,0,0,0,1,9.7,15.4,45,13.7,2.74
12/9/24,78.8,66.8,80.6,68,38039.7,34707.79,5.15,5.15,0,0,0,0,0,1,9,16.6,98,12.62,2.67
12/10/24,78.5,68.6,81.7,71.5,38015.36,30683.37,4.65,5.1,0,0,0,0,0,0,7.9,14.5,109,9.83,2.14
12/11/24,83.6,65.8,87.3,63,37993.07,27620.97,4.95,5.1,0.1,0.1,0,0,1,21,12.8,24.8,187,10.27,2.44
12/12/24,73.6,55.1,70,49.4,37972.89,20194.96,4.55,5.1,0,0,0,0,0,3,16.5,31.3,360,8.35,3.22
12/13/24,76.8,67.6,74.5,65.3,37954.86,34547.5,3.4,5.1,0,0,0,0,0,5,15.7,28.2,39,12.56,3.89
