,precipitation,actual_max_temp,min temp,mean temp,Datetime
7381,1e-05,84.0,75.0,79.5,2020-03-20
7382,1e-05,85.0,74.0,79.5,2020-03-21
7383,0.0,84.0,69.0,76.5,2020-03-22
7384,0.01,85.0,71.0,78.0,2020-03-23
7385,1e-05,86.0,73.0,79.5,2020-03-24
7386,0.0,90.0,71.0,80.5,2020-03-25
7387,0.0,89.0,72.0,80.5,2020-03-26
7388,0.0,88.0,72.0,80.0,2020-03-27
7389,0.0,84.0,71.0,77.5,2020-03-28
7390,0.0,86.0,74.0,80.0,2020-03-29
7391,0.0,88.0,75.0,81.5,2020-03-30
7392,0.0,92.0,74.0,83.0,2020-03-31
7393,0.12,88.0,72.0,80.0,2020-04-01
7394,0.0,81.0,67.0,74.0,2020-04-02
7395,0.0,83.0,71.0,77.0,2020-04-03
7396,0.0,85.0,72.0,78.5,2020-04-04
7397,1e-05,84.0,72.0,78.0,2020-04-05
7398,1e-05,87.0,74.0,80.5,2020-04-06
7399,0.0,87.0,76.0,81.5,2020-04-07
7400,0.0,92.0,75.0,83.5,2020-04-08
7401,0.0,94.0,74.0,84.0,2020-04-09
7402,0.0,95.0,75.0,85.0,2020-04-10
7403,1.38,86.0,73.0,79.5,2020-04-11
7404,0.0,88.0,78.0,83.0,2020-04-12
7405,0.0,89.0,80.0,84.5,2020-04-13
7406,0.0,91.0,79.0,85.0,2020-04-14
7407,1e-05,93.0,80.0,86.5,2020-04-15
7408,0.0,91.0,77.0,84.0,2020-04-16
7409,1e-05,88.0,78.0,83.0,2020-04-17
7410,1e-05,93.0,76.0,84.5,2020-04-18
7411,0.0,91.0,75.0,83.0,2020-04-19
7412,0.0,97.0,80.0,88.5,2020-04-20
7413,0.0,94.0,75.0,84.5,2020-04-21
7414,0.0,90.0,70.0,80.0,2020-04-22
7415,0.0,88.0,79.0,83.5,2020-04-23
7416,1e-05,95.0,79.0,87.0,2020-04-24
7417,0.02,92.0,77.0,84.5,2020-04-25
7418,1.37,87.0,68.0,77.5,2020-04-26
7419,0.0,87.0,71.0,79.0,2020-04-27
7420,0.0,83.0,70.0,76.5,2020-04-28
7421,0.0,87.0,74.0,80.5,2020-04-29
7422,0.97,88.0,71.0,79.5,2020-04-30
7423,0.0,85.0,64.0,74.5,2020-05-01
7424,0.0,84.0,69.0,76.5,2020-05-02
7425,0.0,84.0,69.0,76.5,2020-05-03
7426,0.0,87.0,70.0,78.5,2020-05-04
7427,0.0,88.0,73.0,80.5,2020-05-05
7428,0.0,92.0,74.0,83.0,2020-05-06
7429,0.0,87.0,71.0,79.0,2020-05-07
7430,0.0,83.0,66.0,74.5,2020-05-08
7431,0.0,88.0,70.0,79.0,2020-05-09
7432,0.26,80.0,71.0,75.5,2020-05-10
7433,1e-05,85.0,72.0,78.5,2020-05-11
7434,0.0,85.0,73.0,79.0,2020-05-12
7435,0.0,84.0,75.0,79.5,2020-05-13
7436,0.07,80.0,74.0,77.0,2020-05-14
7437,1.7,81.0,72.0,76.5,2020-05-15
7438,1e-05,89.0,71.0,80.0,2020-05-16
7439,0.21,89.0,73.0,81.0,2020-05-17
7440,1.48,86.0,70.0,78.0,2020-05-18
7441,0.2,88.0,73.0,80.5,2020-05-19
7442,1e-05,94.0,75.0,84.5,2020-05-20
7443,1e-05,91.0,77.0,84.0,2020-05-21
7444,0.13,88.0,73.0,80.5,2020-05-22
7445,0.16,87.0,75.0,81.0,2020-05-23
7446,3.83,79.0,73.0,76.0,2020-05-24
7447,3.44,78.0,73.0,75.5,2020-05-25
7448,7.4,87.0,70.0,78.5,2020-05-26
7449,0.01,86.0,73.0,79.5,2020-05-27
7450,1e-05,87.0,79.0,83.0,2020-05-28
7451,1e-05,88.0,79.0,83.5,2020-05-29
7452,0.0,89.0,79.0,84.0,2020-05-30
7453,0.0,89.0,78.0,83.5,2020-05-31
7454,0.0,90.0,77.0,83.5,2020-06-01
7455,0.29,89.0,76.0,82.5,2020-06-02
7456,1.35,87.0,75.0,81.0,2020-06-03
7457,1.77,84.0,71.0,77.5,2020-06-04
7458,1e-05,88.0,80.0,84.0,2020-06-05
7459,1e-05,88.0,82.0,85.0,2020-06-06
7460,1e-05,91.0,82.0,86.5,2020-06-07
7461,0.15,88.0,79.0,83.5,2020-06-08
7462,0.0,91.0,79.0,85.0,2020-06-09
7463,0.0,91.0,80.0,85.5,2020-06-10
7464,0.21,88.0,78.0,83.0,2020-06-11
7465,0.01,88.0,77.0,82.5,2020-06-12
7466,0.01,89.0,78.0,83.5,2020-06-13
7467,0.17,89.0,74.0,81.5,2020-06-14
7468,0.84,88.0,73.0,80.5,2020-06-15
7469,0.0,88.0,73.0,80.5,2020-06-16
7470,0.57,84.0,73.0,78.5,2020-06-17
7471,0.73,90.0,73.0,81.5,2020-06-18
7472,1.0,90.0,74.0,82.0,2020-06-19
7473,0.0,91.0,78.0,84.5,2020-06-20
7474,0.01,91.0,80.0,85.5,2020-06-21
7475,0.0,93.0,79.0,86.0,2020-06-22
7476,0.0,93.0,81.0,87.0,2020-06-23
7477,0.0,95.0,83.0,89.0,2020-06-24
7478,0.0,94.0,84.0,89.0,2020-06-25
7479,0.0,94.0,83.0,88.5,2020-06-26
7480,0.0,93.0,84.0,88.5,2020-06-27
7481,0.0,94.0,83.0,88.5,2020-06-28
7482,0.0,94.0,84.0,89.0,2020-06-29
7483,0.0,98.0,80.0,89.0,2020-06-30
7484,1.15,96.0,76.0,86.0,2020-07-01
7485,1e-05,95.0,78.0,86.5,2020-07-02
7486,0.22,95.0,81.0,88.0,2020-07-03
7487,0.0,94.0,82.0,88.0,2020-07-04
7488,0.05,94.0,78.0,86.0,2020-07-05
7489,0.41,91.0,77.0,84.0,2020-07-06
7490,1e-05,95.0,80.0,87.5,2020-07-07
7491,0.44,95.0,79.0,87.0,2020-07-08
7492,0.0,98.0,81.0,89.5,2020-07-09
7493,0.35,97.0,79.0,88.0,2020-07-10
7494,0.94,90.0,78.0,84.0,2020-07-11
7495,1e-05,91.0,80.0,85.5,2020-07-12
7496,0.03,94.0,80.0,87.0,2020-07-13
7497,0.13,97.0,80.0,88.5,2020-07-14
7498,1e-05,95.0,80.0,87.5,2020-07-15
7499,0.05,94.0,80.0,87.0,2020-07-16
7500,1.27,92.0,74.0,83.0,2020-07-17
7501,1.37,86.0,74.0,80.0,2020-07-18
7502,0.06,93.0,80.0,86.5,2020-07-19
7503,0.01,92.0,77.0,84.5,2020-07-20
7504,0.44,89.0,76.0,82.5,2020-07-21
7505,1.77,88.0,76.0,82.0,2020-07-22
7506,0.37,88.0,75.0,81.5,2020-07-23
7507,0.08,91.0,76.0,83.5,2020-07-24
7508,0.86,92.0,78.0,85.0,2020-07-25
7509,0.26,93.0,77.0,85.0,2020-07-26
7510,0.0,93.0,80.0,86.5,2020-07-27
7511,0.0,93.0,83.0,88.0,2020-07-28
7512,0.0,94.0,83.0,88.5,2020-07-29
7513,0.0,93.0,83.0,88.0,2020-07-30
7514,1e-05,94.0,84.0,89.0,2020-07-31
7515,0.89,92.0,78.0,85.0,2020-08-01
7516,1.42,86.0,78.0,82.0,2020-08-02
7517,0.33,90.0,78.0,84.0,2020-08-03
7518,0.07,86.0,78.0,82.0,2020-08-04
7519,0.27,87.0,71.0,79.0,2020-08-05
7520,0.27,93.0,72.0,82.5,2020-08-06
7521,0.0,93.0,79.0,86.0,2020-08-07
7522,0.02,93.0,81.0,87.0,2020-08-08
7523,0.0,92.0,83.0,87.5,2020-08-09
7524,0.0,93.0,81.0,87.0,2020-08-10
7525,0.01,94.0,82.0,88.0,2020-08-11
7526,0.58,92.0,79.0,85.5,2020-08-12
7527,0.15,92.0,81.0,86.5,2020-08-13
7528,1e-05,92.0,82.0,87.0,2020-08-14
7529,0.46,90.0,80.0,85.0,2020-08-15
7530,0.01,92.0,79.0,85.5,2020-08-16
7531,1e-05,94.0,76.0,85.0,2020-08-17
7532,0.0,93.0,79.0,86.0,2020-08-18
7533,0.37,92.0,77.0,84.5,2020-08-19
7534,0.54,91.0,78.0,84.5,2020-08-20
7535,0.0,92.0,78.0,85.0,2020-08-21
7536,0.37,92.0,80.0,86.0,2020-08-22
7537,0.19,92.0,80.0,86.0,2020-08-23
7538,0.18,92.0,78.0,85.0,2020-08-24
7539,0.11,92.0,84.0,88.0,2020-08-25
7540,0.05,91.0,81.0,86.0,2020-08-26
7541,0.0,91.0,81.0,86.0,2020-08-27
7542,0.0,92.0,81.0,86.5,2020-08-28
7543,0.6,92.0,82.0,87.0,2020-08-29
7544,0.07,93.0,77.0,85.0,2020-08-30
7545,0.48,92.0,77.0,84.5,2020-08-31
7546,0.0,93.0,78.0,85.5,2020-09-01
7547,1e-05,92.0,82.0,87.0,2020-09-02
7548,0.0,93.0,84.0,88.5,2020-09-03
7549,1e-05,93.0,83.0,88.0,2020-09-04
7550,1e-05,93.0,78.0,85.5,2020-09-05
7551,0.28,91.0,74.0,82.5,2020-09-06
7552,0.5,87.0,76.0,81.5,2020-09-07
7553,0.1,89.0,76.0,82.5,2020-09-08
7554,0.79,89.0,76.0,82.5,2020-09-09
7555,0.23,88.0,76.0,82.0,2020-09-10
7556,0.02,91.0,79.0,85.0,2020-09-11
7557,1.75,81.0,76.0,78.5,2020-09-12
7558,1.58,87.0,74.0,80.5,2020-09-13
7559,1e-05,89.0,80.0,84.5,2020-09-14
7560,0.0,90.0,79.0,84.5,2020-09-15
7561,0.01,90.0,80.0,85.0,2020-09-16
7562,0.01,91.0,80.0,85.5,2020-09-17
7563,0.0,91.0,80.0,85.5,2020-09-18
7564,1e-05,92.0,79.0,85.5,2020-09-19
7565,1e-05,91.0,79.0,85.0,2020-09-20
7566,1.16,83.0,77.0,80.0,2020-09-21
7567,1e-05,88.0,80.0,84.0,2020-09-22
7568,0.0,88.0,78.0,83.0,2020-09-23
7569,2.07,85.0,75.0,80.0,2020-09-24
7570,0.22,89.0,77.0,83.0,2020-09-25
7571,1.89,91.0,73.0,82.0,2020-09-26
7572,0.07,91.0,75.0,83.0,2020-09-27
7573,0.24,90.0,77.0,83.5,2020-09-28
7574,0.0,90.0,78.0,84.0,2020-09-29
7575,0.0,92.0,78.0,85.0,2020-09-30
7576,0.32,90.0,75.0,82.5,2020-10-01
7577,2.21,84.0,73.0,78.5,2020-10-02
7578,0.33,85.0,76.0,80.5,2020-10-03
7579,1e-05,89.0,79.0,84.0,2020-10-04
7580,0.04,90.0,79.0,84.5,2020-10-05
7581,0.08,90.0,79.0,84.5,2020-10-06
7582,1e-05,89.0,82.0,85.5,2020-10-07
7583,1e-05,89.0,79.0,84.0,2020-10-08
7584,0.07,89.0,76.0,82.5,2020-10-09
7585,0.04,90.0,79.0,84.5,2020-10-10
7586,1e-05,91.0,79.0,85.0,2020-10-11
7587,0.01,92.0,80.0,86.0,2020-10-12
7588,0.0,89.0,76.0,82.5,2020-10-13
7589,0.26,89.0,76.0,82.5,2020-10-14
7590,0.04,89.0,74.0,81.5,2020-10-15
7591,1.32,89.0,72.0,80.5,2020-10-16
7592,0.01,88.0,75.0,81.5,2020-10-17
7593,0.0,88.0,79.0,83.5,2020-10-18
7594,0.43,84.0,74.0,79.0,2020-10-19
7595,1.31,85.0,73.0,79.0,2020-10-20
7596,2.49,79.0,72.0,75.5,2020-10-21
7597,0.27,85.0,73.0,79.0,2020-10-22
7598,1e-05,87.0,77.0,82.0,2020-10-23
7599,0.92,86.0,74.0,80.0,2020-10-24
7600,0.71,87.0,75.0,81.0,2020-10-25
7601,1e-05,87.0,76.0,81.5,2020-10-26
7602,0.0,89.0,79.0,84.0,2020-10-27
7603,1e-05,88.0,80.0,84.0,2020-10-28
7604,0.01,88.0,80.0,84.0,2020-10-29
7605,0.6,89.0,76.0,82.5,2020-10-30
7606,0.39,87.0,76.0,81.5,2020-10-31
7607,0.06,87.0,78.0,82.5,2020-11-01
7608,0.0,80.0,74.0,77.0,2020-11-02
7609,0.0,80.0,72.0,76.0,2020-11-03
7610,1e-05,82.0,74.0,78.0,2020-11-04
7611,0.68,85.0,75.0,80.0,2020-11-05
7612,0.11,84.0,75.0,79.5,2020-11-06
7613,0.57,83.0,72.0,77.5,2020-11-07
7614,2.83,78.0,74.0,76.0,2020-11-08
7615,2.57,84.0,74.0,79.0,2020-11-09
7616,0.04,84.0,75.0,79.5,2020-11-10
7617,0.22,83.0,74.0,78.5,2020-11-11
7618,1.32,82.0,75.0,78.5,2020-11-12
7619,1e-05,86.0,73.0,79.5,2020-11-13
7620,0.06,86.0,75.0,80.5,2020-11-14
7621,0.03,85.0,74.0,79.5,2020-11-15
7622,0.0,86.0,70.0,78.0,2020-11-16
7623,0.0,84.0,73.0,78.5,2020-11-17
7624,1e-05,80.0,68.0,74.0,2020-11-18
7625,1e-05,81.0,72.0,76.5,2020-11-19
7626,0.16,81.0,71.0,76.0,2020-11-20
7627,0.44,82.0,72.0,77.0,2020-11-21
7628,0.27,82.0,72.0,77.0,2020-11-22
7629,0.0,80.0,70.0,75.0,2020-11-23
7630,0.0,82.0,68.0,75.0,2020-11-24
7631,0.03,81.0,72.0,76.5,2020-11-25
7632,0.0,83.0,69.0,76.0,2020-11-26
7633,0.06,81.0,70.0,75.5,2020-11-27
7634,0.04,81.0,70.0,75.5,2020-11-28
7635,0.0,83.0,68.0,75.5,2020-11-29
7636,0.11,84.0,68.0,76.0,2020-11-30
7637,0.01,68.0,56.0,62.0,2020-12-01
7638,0.0,74.0,53.0,63.5,2020-12-02
7639,0.0,76.0,58.0,67.0,2020-12-03
7640,0.0,78.0,68.0,73.0,2020-12-04
7641,1e-05,84.0,69.0,76.5,2020-12-05
7642,0.0,84.0,69.0,76.5,2020-12-06
7643,1.0,78.0,63.0,70.5,2020-12-07
7644,0.0,64.0,55.0,59.5,2020-12-08
7645,0.0,65.0,50.0,57.5,2020-12-09
7646,0.0,73.0,48.0,60.5,2020-12-10
7647,0.14,78.0,61.0,69.5,2020-12-11
7648,0.35,79.0,68.0,73.5,2020-12-12
7649,0.0,82.0,66.0,74.0,2020-12-13
7650,0.0,85.0,67.0,76.0,2020-12-14
7651,0.0,82.0,71.0,76.5,2020-12-15
7652,0.0,83.0,69.0,76.0,2020-12-16
7653,0.0,84.0,65.0,74.5,2020-12-17
7654,0.0,72.0,55.0,63.5,2020-12-18
7655,0.0,77.0,56.0,66.5,2020-12-19
7656,1e-05,81.0,64.0,72.5,2020-12-20
7657,0.0,80.0,65.0,72.5,2020-12-21
7658,0.0,76.0,61.0,68.5,2020-12-22
7659,0.0,79.0,61.0,70.0,2020-12-23
7660,0.09,82.0,73.0,77.5,2020-12-24
7661,1e-05,74.0,49.0,61.5,2020-12-25
7662,0.0,64.0,47.0,55.5,2020-12-26
7663,1e-05,75.0,52.0,63.5,2020-12-27
7664,0.01,77.0,63.0,70.0,2020-12-28
7665,1e-05,77.0,64.0,70.5,2020-12-29
7666,1e-05,80.0,71.0,75.5,2020-12-30
7667,0.0,81.0,73.0,77.0,2020-12-31
7668,0.0,82.0,74.0,78.0,2021-01-01
7669,1e-05,82.0,69.0,75.5,2021-01-02
7670,0.0,84.0,68.0,76.0,2021-01-03
7671,1e-05,75.0,64.0,69.5,2021-01-04
7672,0.0,72.0,56.0,64.0,2021-01-05
7673,0.0,75.0,52.0,63.5,2021-01-06
7674,0.0,77.0,52.0,64.5,2021-01-07
7675,1e-05,75.0,63.0,69.0,2021-01-08
7676,0.0,66.0,55.0,60.5,2021-01-09
7677,0.0,72.0,49.0,60.5,2021-01-10
7678,0.0,77.0,60.0,68.5,2021-01-11
7679,1e-05,78.0,67.0,72.5,2021-01-12
7680,0.2,77.0,62.0,69.5,2021-01-13
7681,0.29,70.0,59.0,64.5,2021-01-14
7682,0.0,76.0,63.0,69.5,2021-01-15
7683,0.0,74.0,60.0,67.0,2021-01-16
7684,0.0,69.0,52.0,60.5,2021-01-17
7685,0.01,73.0,60.0,66.5,2021-01-18
7686,0.0,75.0,59.0,67.0,2021-01-19
7687,0.0,75.0,59.0,67.0,2021-01-20
7688,0.0,77.0,57.0,67.0,2021-01-21
7689,0.0,80.0,56.0,68.0,2021-01-22
7690,0.0,81.0,57.0,69.0,2021-01-23
7691,0.0,82.0,65.0,73.5,2021-01-24
7692,0.0,79.0,67.0,73.0,2021-01-25
7693,0.0,83.0,67.0,75.0,2021-01-26
7694,0.0,86.0,66.0,76.0,2021-01-27
7695,0.0,76.0,57.0,66.5,2021-01-28
7696,0.0,74.0,55.0,64.5,2021-01-29
7697,0.0,75.0,58.0,66.5,2021-01-30
7698,0.0,78.0,68.0,73.0,2021-01-31
7699,0.02,76.0,57.0,66.5,2021-02-01
7700,0.0,65.0,52.0,58.5,2021-02-02
7701,0.0,67.0,50.0,58.5,2021-02-03
7702,0.0,72.0,49.0,60.5,2021-02-04
7703,0.0,78.0,56.0,67.0,2021-02-05
7704,0.98,82.0,71.0,76.5,2021-02-06
7705,0.0,86.0,72.0,79.0,2021-02-07
7706,0.0,85.0,72.0,78.5,2021-02-08
7707,0.0,83.0,70.0,76.5,2021-02-09
7708,0.0,83.0,70.0,76.5,2021-02-10
7709,0.0,81.0,73.0,77.0,2021-02-11
7710,0.0,84.0,72.0,78.0,2021-02-12
7711,1e-05,83.0,75.0,79.0,2021-02-13
7712,0.0,86.0,76.0,81.0,2021-02-14
7713,0.22,86.0,75.0,80.5,2021-02-15
7714,1.24,83.0,72.0,77.5,2021-02-16
7715,0.02,83.0,72.0,77.5,2021-02-17
7716,0.0,85.0,75.0,80.0,2021-02-18
7717,0.21,85.0,67.0,76.0,2021-02-19
7718,0.0,76.0,62.0,69.0,2021-02-20
7719,0.01,76.0,64.0,70.0,2021-02-21
7720,1e-05,81.0,70.0,75.5,2021-02-22
7721,0.06,85.0,71.0,78.0,2021-02-23
7722,0.13,80.0,70.0,75.0,2021-02-24
7723,1e-05,86.0,68.0,77.0,2021-02-25
7724,0.01,84.0,71.0,77.5,2021-02-26
7725,0.0,83.0,75.0,79.0,2021-02-27
7726,1e-05,84.0,75.0,79.5,2021-02-28
7727,0.0,84.0,73.0,78.5,2021-03-01
7728,0.0,85.0,70.0,77.5,2021-03-02
7729,0.0,86.0,67.0,76.5,2021-03-03
7730,0.0,73.0,60.0,66.5,2021-03-04
7731,0.0,80.0,62.0,71.0,2021-03-05
7732,1.42,79.0,63.0,71.0,2021-03-06
7733,0.0,78.0,61.0,69.5,2021-03-07
7734,1e-05,73.0,57.0,65.0,2021-03-08
7735,1e-05,75.0,68.0,71.5,2021-03-09
7736,0.09,78.0,68.0,73.0,2021-03-10
7737,0.02,80.0,67.0,73.5,2021-03-11
7738,0.0,80.0,69.0,74.5,2021-03-12
7739,0.0,81.0,70.0,75.5,2021-03-13
7740,0.0,82.0,65.0,73.5,2021-03-14
7741,0.0,83.0,65.0,74.0,2021-03-15
7742,0.0,81.0,71.0,76.0,2021-03-16
7743,0.0,83.0,72.0,77.5,2021-03-17
7744,0.0,85.0,74.0,79.5,2021-03-18
7745,0.34,85.0,64.0,74.5,2021-03-19
7746,0.0,82.0,58.0,70.0,2021-03-20
7747,0.0,78.0,60.0,69.0,2021-03-21
7748,0.0,78.0,58.0,68.0,2021-03-22
7749,0.0,80.0,62.0,71.0,2021-03-23
7750,0.0,84.0,61.0,72.5,2021-03-24
7751,0.0,86.0,74.0,80.0,2021-03-25
7752,0.0,85.0,76.0,80.5,2021-03-26
7753,1e-05,85.0,74.0,79.5,2021-03-27
7754,0.0,85.0,76.0,80.5,2021-03-28
7755,0.0,86.0,73.0,79.5,2021-03-29
7756,0.0,86.0,76.0,81.0,2021-03-30
7757,1e-05,86.0,75.0,80.5,2021-03-31
7758,0.06,89.0,70.0,79.5,2021-04-01
7759,1e-05,78.0,61.0,69.5,2021-04-02
7760,0.0,75.0,63.0,69.0,2021-04-03
7761,0.0,77.0,67.0,72.0,2021-04-04
7762,0.0,78.0,65.0,71.5,2021-04-05
7763,0.0,80.0,61.0,70.5,2021-04-06
7764,0.0,81.0,62.0,71.5,2021-04-07
7765,0.0,81.0,63.0,72.0,2021-04-08
7766,0.0,81.0,68.0,74.5,2021-04-09
7767,0.0,85.0,71.0,78.0,2021-04-10
7768,0.82,91.0,66.0,78.5,2021-04-11
7769,0.59,87.0,67.0,77.0,2021-04-12
7770,0.0,88.0,68.0,78.0,2021-04-13
7771,0.0,83.0,71.0,77.0,2021-04-14
7772,0.0,84.0,70.0,77.0,2021-04-15
7773,0.0,88.0,69.0,78.5,2021-04-16
7774,0.0,90.0,71.0,80.5,2021-04-17
7775,0.0,89.0,73.0,81.0,2021-04-18
7776,0.04,92.0,74.0,83.0,2021-04-19
7777,1.17,85.0,70.0,77.5,2021-04-20
7778,0.13,88.0,76.0,82.0,2021-04-21
7779,0.0,85.0,73.0,79.0,2021-04-22
7780,0.0,84.0,74.0,79.0,2021-04-23
7781,0.0,86.0,76.0,81.0,2021-04-24
7782,1e-05,93.0,76.0,84.5,2021-04-25
7783,0.0,86.0,75.0,80.5,2021-04-26
7784,1e-05,84.0,73.0,78.5,2021-04-27
7785,0.0,84.0,73.0,78.5,2021-04-28
7786,0.0,87.0,77.0,82.0,2021-04-29
7787,1e-05,88.0,76.0,82.0,2021-04-30
7788,0.0,91.0,74.0,82.5,2021-05-01
7789,0.0,89.0,75.0,82.0,2021-05-02
7790,0.0,88.0,78.0,83.0,2021-05-03
7791,0.0,89.0,79.0,84.0,2021-05-04
7792,0.0,89.0,78.0,83.5,2021-05-05
7793,0.66,91.0,71.0,81.0,2021-05-06
7794,0.19,93.0,74.0,83.5,2021-05-07
7795,0.0,85.0,74.0,79.5,2021-05-08
7796,0.61,84.0,77.0,80.5,2021-05-09
7797,0.04,88.0,76.0,82.0,2021-05-10
7798,0.0,90.0,76.0,83.0,2021-05-11
7799,0.93,89.0,75.0,82.0,2021-05-12
7800,0.19,94.0,75.0,84.5,2021-05-13
7801,0.01,87.0,75.0,81.0,2021-05-14
7802,0.0,86.0,74.0,80.0,2021-05-15
7803,0.01,85.0,74.0,79.5,2021-05-16
7804,0.0,84.0,75.0,79.5,2021-05-17
7805,1e-05,86.0,77.0,81.5,2021-05-18
7806,1e-05,85.0,76.0,80.5,2021-05-19
7807,1e-05,85.0,78.0,81.5,2021-05-20
7808,1e-05,84.0,74.0,79.0,2021-05-21
7809,1e-05,84.0,74.0,79.0,2021-05-22
7810,0.0,84.0,74.0,79.0,2021-05-23
7811,0.0,84.0,73.0,78.5,2021-05-24
7812,0.0,85.0,75.0,80.0,2021-05-25
7813,0.0,86.0,76.0,81.0,2021-05-26
7814,0.0,87.0,74.0,80.5,2021-05-27
7815,0.0,87.0,76.0,81.5,2021-05-28
7816,0.0,88.0,74.0,81.0,2021-05-29
7817,0.04,88.0,76.0,82.0,2021-05-30
7818,0.0,89.0,76.0,82.5,2021-05-31
7819,1e-05,86.0,76.0,81.0,2021-06-01
7820,0.72,86.0,75.0,80.5,2021-06-02
7821,0.61,85.0,75.0,80.0,2021-06-03
7822,0.06,88.0,75.0,81.5,2021-06-04
7823,0.02,88.0,79.0,83.5,2021-06-05
7824,0.01,88.0,80.0,84.0,2021-06-06
7825,0.0,89.0,80.0,84.5,2021-06-07
7826,0.02,88.0,78.0,83.0,2021-06-08
7827,0.0,89.0,78.0,83.5,2021-06-09
7828,0.0,89.0,80.0,84.5,2021-06-10
7829,0.0,90.0,79.0,84.5,2021-06-11
7830,0.09,90.0,80.0,85.0,2021-06-12
7831,1e-05,94.0,78.0,86.0,2021-06-13
7832,0.79,86.0,74.0,80.0,2021-06-14
7833,0.72,89.0,74.0,81.5,2021-06-15
7834,0.61,88.0,73.0,80.5,2021-06-16
7835,1e-05,89.0,73.0,81.0,2021-06-17
7836,0.03,90.0,76.0,83.0,2021-06-18
7837,0.0,90.0,82.0,86.0,2021-06-19
7838,1.1,92.0,74.0,83.0,2021-06-20
7839,0.0,92.0,81.0,86.5,2021-06-21
7840,0.19,92.0,75.0,83.5,2021-06-22
7841,0.59,92.0,75.0,83.5,2021-06-23
7842,0.22,85.0,75.0,80.0,2021-06-24
7843,0.36,87.0,76.0,81.5,2021-06-25
7844,0.51,88.0,76.0,82.0,2021-06-26
7845,0.14,90.0,78.0,84.0,2021-06-27
7846,0.79,86.0,76.0,81.0,2021-06-28
7847,3.86,89.0,73.0,81.0,2021-06-29
7848,1.0,86.0,75.0,80.5,2021-06-30
7849,0.06,82.0,75.0,78.5,2021-07-01
7850,0.56,90.0,76.0,83.0,2021-07-02
7851,0.0,94.0,76.0,85.0,2021-07-03
7852,0.0,92.0,80.0,86.0,2021-07-04
7853,1.2,91.0,73.0,82.0,2021-07-05
7854,0.44,85.0,76.0,80.5,2021-07-06
7855,0.0,90.0,80.0,85.0,2021-07-07
7856,1e-05,90.0,78.0,84.0,2021-07-08
7857,1e-05,91.0,78.0,84.5,2021-07-09
7858,0.18,89.0,75.0,82.0,2021-07-10
7859,0.2,89.0,75.0,82.0,2021-07-11
7860,1.26,85.0,71.0,78.0,2021-07-12
7861,1.68,87.0,76.0,81.5,2021-07-13
7862,0.02,88.0,76.0,82.0,2021-07-14
7863,1e-05,90.0,80.0,85.0,2021-07-15
7864,0.1,89.0,78.0,83.5,2021-07-16
7865,0.5,89.0,76.0,82.5,2021-07-17
7866,1e-05,90.0,80.0,85.0,2021-07-18
7867,0.0,90.0,80.0,85.0,2021-07-19
7868,0.46,90.0,78.0,84.0,2021-07-20
7869,0.05,92.0,78.0,85.0,2021-07-21
7870,0.27,94.0,81.0,87.5,2021-07-22
7871,0.48,91.0,77.0,84.0,2021-07-23
7872,0.1,91.0,78.0,84.5,2021-07-24
7873,1e-05,91.0,77.0,84.0,2021-07-25
7874,0.0,90.0,79.0,84.5,2021-07-26
7875,1e-05,92.0,78.0,85.0,2021-07-27
7876,0.0,92.0,78.0,85.0,2021-07-28
7877,0.62,92.0,77.0,84.5,2021-07-29
7878,0.0,93.0,77.0,85.0,2021-07-30
7879,0.0,92.0,80.0,86.0,2021-07-31
7880,1e-05,92.0,81.0,86.5,2021-08-01
7881,0.24,91.0,76.0,83.5,2021-08-02
7882,1.46,89.0,73.0,81.0,2021-08-03
7883,0.64,91.0,74.0,82.5,2021-08-04
7884,1e-05,92.0,78.0,85.0,2021-08-05
7885,0.0,91.0,81.0,86.0,2021-08-06
7886,0.03,90.0,77.0,83.5,2021-08-07
7887,0.07,91.0,79.0,85.0,2021-08-08
7888,0.18,91.0,82.0,86.5,2021-08-09
7889,0.04,92.0,79.0,85.5,2021-08-10
7890,0.01,92.0,80.0,86.0,2021-08-11
7891,0.93,92.0,75.0,83.5,2021-08-12
7892,0.44,90.0,76.0,83.0,2021-08-13
7893,0.65,88.0,76.0,82.0,2021-08-14
7894,0.63,87.0,76.0,81.5,2021-08-15
7895,0.03,91.0,79.0,85.0,2021-08-16
7896,1e-05,92.0,80.0,86.0,2021-08-17
7897,0.0,92.0,83.0,87.5,2021-08-18
7898,0.15,92.0,81.0,86.5,2021-08-19
7899,0.0,92.0,78.0,85.0,2021-08-20
7900,0.0,91.0,79.0,85.0,2021-08-21
7901,0.0,92.0,82.0,87.0,2021-08-22
7902,0.02,92.0,82.0,87.0,2021-08-23
7903,0.0,91.0,84.0,87.5,2021-08-24
7904,0.12,91.0,74.0,82.5,2021-08-25
7905,0.2,90.0,74.0,82.0,2021-08-26
7906,0.01,91.0,78.0,84.5,2021-08-27
7907,0.0,91.0,84.0,87.5,2021-08-28
7908,0.02,91.0,81.0,86.0,2021-08-29
7909,0.43,90.0,77.0,83.5,2021-08-30
7910,0.99,94.0,74.0,84.0,2021-08-31
7911,0.01,96.0,77.0,86.5,2021-09-01
7912,0.44,90.0,74.0,82.0,2021-09-02
7913,1.07,86.0,75.0,80.5,2021-09-03
7914,1.22,92.0,74.0,83.0,2021-09-04
